,X,Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes,fittedvalues_beta,fittedvalues_beta_lwrCI_reg,fittedvalues_beta_uprCI_reg,fittedvalues_beta_lwrCI_siteid,fittedvalues_beta_uprCI_siteid
141,1411,PW10 - 14,0.6,1.5,1.05,0.9,Clay,Fine,CH,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126027109,0.014305623,0.576061282,3.01E-06,0.999822081
687,1412,PW10 - 14,3.1,10.7,6.9,7.6,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.066979424,0.010834447,0.320483518,3.17E-06,0.999354025
142,1413,PW10 - 16,0.3,1.8,1.05,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126027109,0.014305623,0.576061282,3.01E-06,0.999822081
143,1415,PW10 - 18,6.4,8,7.2,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m,0.1314672,0.022643429,0.490362528,1.62E-05,0.998537737
144,1416,PW10 - 18,3.7,6.4,5.05,2.7,Clay,Fine,CL,No,Yes,Medium to high,45,,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m,0.276860637,0.044231049,0.740918467,2.59E-05,0.999636575
543,1414,PW10 - 18,2.1,3.7,2.9,1.5,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m,0.226595918,0.037324867,0.673689656,2.09E-05,0.999408705
688,1417,PW10 - 18,8,10.7,9.35,2.7,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn/Nf,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m,0.167530225,0.036953961,0.500905659,3.10E-05,0.9986589
145,1424,PW10 - 21,0.2,6.1,3.15,6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.118138253,0.012614899,0.572400841,2.53E-06,0.999826073
146,1425,PW10 - 22,1.2,4.6,2.9,3.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.119054483,0.012805347,0.572837032,2.59E-06,0.999825602
147,1426,PW10 - 22,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.110336041,0.01105517,0.56855758,2.12E-06,0.999830158
148,1429,PW10 - 28,3.1,6.1,4.6,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.11294383,0.011564207,0.569868734,2.25E-06,0.999828776
149,1430,PW10 - 28,1.8,3.1,2.45,1.2,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.063765879,0.008332239,0.357460945,2.11E-06,0.999438566
150,1431,PW10 - 28,0.2,1.8,1,1.7,Clay,Fine,CL-ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126220322,0.014348489,0.576148335,3.02E-06,0.999821985
151,1432,PW10 - 30,3.1,4.6,3.85,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.052784851,0.006936158,0.312746246,1.78E-06,0.99928874
152,1435,PW10 - 30,0.2,3.1,1.65,2.9,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.12372824,0.013800977,0.575016274,2.86E-06,0.999823231
689,1434,PW10 - 30,7.9,10.7,9.3,2.8,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.061908652,0.009379254,0.316768765,2.61E-06,0.999370553
948,1433,PW10 - 30,4.6,7.9,6.25,3.4,Till,Till,GC,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.034760318,0.004060457,0.247660276,7.17E-07,0.999274285
1016,1437,PW10 - 33,2.7,4.6,3.65,1.8,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,,0.432835146,0.067869172,0.875100256,1.16E-05,0.999922697
1017,1439,PW10 - 33,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,,0.262908437,0.03974686,0.741093851,7.94E-06,0.999756803
1018,1440,PW10 - 33,6.1,7.6,6.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,,0.405527152,0.056563852,0.872585254,8.94E-06,0.999925325
1133,1438,PW10 - 33,0.2,1.5,0.85,1.4,Coarse till,Coarse,SW,No,Yes,No visible ice,0,Nf,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,,0.339727728,0.085005673,0.721179729,2.49E-05,0.999691761
1228,1436,PW10 - 33,1.5,2.7,2.1,1.2,Sand,Coarse,SC,No,Yes,Low,8,Vx,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,,0.364296568,0.086884197,0.756270098,2.37E-05,0.999763578
153,1444,PW10 - 8,1.4,1.5,1.45,0.2,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.1244905,0.013967211,0.575364685,2.91E-06,0.999822848
154,1446,PW10 - 8,1.5,3.1,2.3,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.055568955,0.007615321,0.315126326,2.02E-06,0.999276735
155,1447,PW10 - 8,3.1,5,4.05,2,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.11489025,0.011952158,0.570829626,2.35E-06,0.999827756
544,1448,PW10 - 8,0.2,1.4,0.8,1.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.093577699,0.010718508,0.491813748,2.08E-06,0.999716373
690,1445,PW10 - 8,5,10.7,7.85,5.6,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.064927705,0.010233482,0.319010339,2.94E-06,0.999360618
156,1453,PW10 - P4,1.5,3.1,2.3,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,,0.121278532,0.013274076,0.573883427,2.72E-06,0.999824468
157,1454,PW10 - P4,9.1,10.1,9.6,0.9,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,,0.096535934,0.008562603,0.561110061,1.49E-06,0.999837781
158,1455,PW10 - P4,7.6,9.1,8.35,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,,0.045430576,0.005286832,0.305892326,1.23E-06,0.999322478
691,1456,PW10 - P4,3.1,7.6,5.35,4.6,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,,0.070456523,0.011890746,0.322894817,3.60E-06,0.999343121
1019,1458,PW10 - P5,4,10.6,7.3,6.6,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,,0.249875838,0.035466782,0.738417415,6.77E-06,0.999761873
1134,1457,PW10 - P5,1.5,3.1,2.3,1.5,Coarse till,Coarse,SP-SC,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,,0.362674217,0.08592575,0.756007174,2.33E-05,0.999764089
1229,1459,PW10 - P5,3.1,4,3.55,0.9,Sand,Coarse,SC,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,,0.352606446,0.080149765,0.754359552,2.10E-05,0.999767253
1230,1460,PW10 - P5,0,1.5,0.75,1.5,Sand,Coarse,SC,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,,0.375326694,0.093610206,0.758039807,2.64E-05,0.999760105
159,1461,PW11 - 10,1.5,2.7,2.1,1.2,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,,0.298037905,0.052451011,0.744935205,3.29E-05,0.999624807
160,1463,PW11 - 10,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,,0.308033963,0.05667688,0.746759657,3.68E-05,0.999619296
692,1462,PW11 - 10,2.7,5.3,4,2.6,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,,0.195343086,0.050419718,0.510439772,4.80E-05,0.998579192
161,1471,PW11 - 16,0.2,1.8,1,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,,0.126220322,0.014348489,0.576148335,3.02E-06,0.999821985
162,1472,PW11 - 16,3.8,4.6,4.2,0.8,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,,0.060199504,0.007498721,0.354600429,1.83E-06,0.999449078
163,1473,PW11 - 16,4.6,8,6.3,3.4,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,,0.107108683,0.010442091,0.566895406,1.96E-06,0.999831893
164,1474,PW11 - 16,8,8.5,8.25,0.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,,0.100743637,0.009287131,0.563478893,1.67E-06,0.999835398
693,1470,PW11 - 16,1.8,3.8,2.8,2,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,,0.07654148,0.013854059,0.326882324,4.44E-06,0.99932478
165,1475,PW11 - 17,0,1.5,0.75,1.5,Clay,Fine,CH,No,Yes,Low,8,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.067418052,0.009229743,0.360249494,2.42E-06,0.999428162
166,1476,PW11 - 17,3.1,6.1,4.6,3.1,Clay,Fine,CH,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.11294383,0.011564207,0.569868734,2.25E-06,0.999828776
167,1477,PW11 - 17,1.5,3.1,2.3,1.5,Clay,Fine,CH,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.055568955,0.007615321,0.315126326,2.02E-06,0.999276735
168,1478,PW11 - 18,0.2,1.5,0.85,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126801483,0.014477846,0.576409467,3.06E-06,0.999821696
169,1479,PW11 - 18,1.5,6.1,3.8,4.6,Clay,Fine,CL,No,Yes,Low,8,Nbn,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.060997845,0.007681628,0.355253354,1.89E-06,0.999446693
170,1487,PW11 - 22,1.5,4.6,3.05,3.1,Clay,Fine,CH,No,Yes,Low,8,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.062521476,0.008036592,0.35647904,2.01E-06,0.999442193
171,1488,PW11 - 22,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.067418052,0.009229743,0.360249494,2.42E-06,0.999428162
172,1489,PW11 - 22,4.6,6.1,5.35,1.5,Clay,Fine,CH,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.110336041,0.01105517,0.56855758,2.12E-06,0.999830158
173,1493,PW11 - 6,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.121465477,0.013313893,0.573970596,2.73E-06,0.999824373
174,1494,PW11 - 6,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126995711,0.014521221,0.576496501,3.07E-06,0.9998216
175,1495,PW11 - 6,3,7.6,5.3,4.6,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.058054224,0.007017714,0.352807681,1.67E-06,0.999455585
176,1496,PW11 - 8,1.5,6.1,3.8,4.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.115784597,0.012132724,0.571266219,2.40E-06,0.99982729
177,1497,PW11 - 8,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.126995711,0.014521221,0.576496501,3.07E-06,0.9998216
1020,1498,PW11 - 9,2.4,3,2.7,0.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,,0.251700148,0.042144712,0.706744697,9.36E-06,0.999678096
1021,1499,PW11 - 9,3,6.1,4.55,3.1,Clay,Fine,CL,No,Yes,Low,8,Nbn/Vx,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,,0.268379922,0.041642513,0.742186708,8.48E-06,0.999754692
1381,1500,PW11 - 9,0,2.4,1.2,2.4,Till,Till,GC,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,,0.199499302,0.031518085,0.641898141,5.18E-06,0.999657418
178,1504,PW11 - P2,3.7,10.1,6.9,6.5,Clay,Fine,CH,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.047686904,0.005770508,0.308091641,1.39E-06,0.999311785
179,1505,PW11 - P2,0,3.7,1.85,3.7,Clay,Fine,CL,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,,0.056402794,0.00782458,0.315819147,2.10E-06,0.999273212
180,1510,PW12 - 12,8,10.3,9.15,2.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.097920766,0.008797661,0.561899987,1.55E-06,0.99983699
181,1511,PW12 - 12,1.5,8,4.75,6.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.112418005,0.01146058,0.569606581,2.22E-06,0.999829054
182,1512,PW12 - 12,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
183,1513,PW12 - 19,8,10.3,9.15,2.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.097920766,0.008797661,0.561899987,1.55E-06,0.99983699
184,1514,PW12 - 19,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.121465477,0.013313893,0.573970596,2.73E-06,0.999824373
185,1515,PW12 - 19,6.1,8,7.05,1.9,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.104619733,0.009981949,0.565582097,1.84E-06,0.999833249
186,1516,PW12 - 19,3,6.1,4.55,3.1,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.059508987,0.007342226,0.354029563,1.77E-06,0.999451157
187,1517,PW12 - 19,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
188,1518,PW12 - 25,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Medium to high,45,Vc,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.127775166,0.014696001,0.576844591,3.12E-06,0.999821214
189,1519,PW12 - 25,1.1,2.5,1.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.123159178,0.013677583,0.574754917,2.83E-06,0.999823517
190,1520,PW12 - 25,8,10.2,9.1,2.2,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.098075724,0.008824171,0.561987737,1.56E-06,0.999836902
191,1521,PW12 - 25,2.5,8,5.25,5.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.110680674,0.01112174,0.568732456,2.13E-06,0.999829975
192,1522,PW12 - 31,3,4.6,3.8,1.6,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.060997845,0.007681628,0.355253354,1.89E-06,0.999446693
193,1523,PW12 - 31,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.121465477,0.013313893,0.573970596,2.73E-06,0.999824373
194,1524,PW12 - 31,4.6,10.3,7.45,5.7,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.04681879,0.005582072,0.307256385,1.33E-06,0.999315861
195,1525,PW12 - 31,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
196,1526,PW12 - 32,7.6,10.1,8.85,2.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.044676373,0.005129576,0.30513598,1.18E-06,0.999326126
197,1527,PW12 - 32,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.121465477,0.013313893,0.573970596,2.73E-06,0.999824373
198,1528,PW12 - 32,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
199,1529,PW12 - 32,3,7.6,5.3,4.6,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.058054224,0.007017714,0.352807681,1.67E-06,0.999455585
200,1530,PW12 - 34,0.2,0.9,0.55,0.7,Clay,Fine,CL,No,Yes,High,87,Vx/Vr,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.245403234,0.024640981,0.787942177,4.12E-06,0.999952307
201,1531,PW12 - 34,0.9,7,3.95,6.1,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.115247265,0.012024064,0.571004277,2.37E-06,0.99982757
202,1532,PW12 - 43,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.06774946,0.009313389,0.360495999,2.45E-06,0.999427235
203,1533,PW12 - 43,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.106773837,0.010379546,0.566720352,1.94E-06,0.999832074
204,1534,PW12 - 43,1.1,5.6,3.35,4.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.053668246,0.0071484,0.313512944,1.86E-06,0.999284889
205,1535,PW12 - 48,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.106773837,0.010379546,0.566720352,1.94E-06,0.999832074
206,1536,PW12 - 48,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.127775166,0.014696001,0.576844591,3.12E-06,0.999821214
207,1537,PW12 - 48,2.6,4.1,3.35,1.5,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.061907807,0.007892695,0.355988539,1.96E-06,0.999443997
208,1538,PW12 - 48,4.1,5.6,4.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.112068645,0.011392005,0.569431791,2.20E-06,0.999829238
209,1539,PW12 - 48,1.1,2.6,1.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes,0.122969991,0.013636694,0.574667789,2.82E-06,0.999823612
210,1540,PW12 - 55,3,6.1,4.55,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.113119581,0.011598955,0.56995611,2.26E-06,0.999828684
211,1541,PW12 - 55,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Nbn/Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
212,1542,PW12 - 55,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.055661028,0.007638295,0.315203266,2.03E-06,0.999276344
213,1543,PW12 - 56A,3,4.6,3.8,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.052872569,0.006957098,0.31282287,1.79E-06,0.999288356
214,1544,PW12 - 56A,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.121465477,0.013313893,0.573970596,2.73E-06,0.999824373
215,1545,PW12 - 56A,4.6,10.1,7.35,5.5,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.054246443,0.006201596,0.349477715,1.41E-06,0.999467506
875,1546,PW12 - 56A,0,1.5,0.75,1.5,Silt,Fine,ML,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
216,1547,PW12 - 57,0,4.3,2.15,4.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.121840112,0.013393879,0.574144922,2.75E-06,0.999824183
217,1548,PW12 - 57,4.3,6.1,5.2,1.8,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.110853344,0.011155173,0.568819888,2.14E-06,0.999829883
218,1549,PW12 - 58,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.127190193,0.014564723,0.576583531,3.08E-06,0.999821504
219,1550,PW12 - 58,1.5,4.6,3.05,3.1,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes,0.054204959,0.007278827,0.313973452,1.90E-06,0.999282569
